accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb ,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
KC440706.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,T1S302B07 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T1S302B07,"Juturnaiba freshwater lake, site 3, winter season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC440726.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,T1S302E02 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T1S302E02,"Juturnaiba freshwater lake, site 3, winter season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC440730.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,T1S302E07 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T1S302E07,"Juturnaiba freshwater lake, site 3, winter season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC440742.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,T1S303A01 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T1S303A01,"Juturnaiba freshwater lake, site 3, winter season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC440752.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,T1S303B08 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T1S303B08,"Juturnaiba freshwater lake, site 3, winter season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC440783.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,Euglenophyceae,T1S303G12 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T1S303G12,"Juturnaiba freshwater lake, site 3, winter season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC454711.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena stellata,T2S102E12 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Brazil: Lake Juturnaiba,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished,uncultured eukaryote,T2S102E12,"Juturnaiba freshwater lake, summer season",NA,Brazil,Spatial and temporal variation of bacterial and microeukaryotic diversity in a Brazilian freshwater reservoir,"Froes,A.M., Nunes,G.L., Cury,J.C., Carneiro,M.T., Chagas,T.P.G., Silva,D.M., Ansensi,M.D. and Davila,A.M.R.",Unpublished
KC575501.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Eupetalomonads,Eupetalomonads,Eupetalomonads,Eupetalomonads,A.23.1 ,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,China: Lake Fuxian,"The effect of solar radiation on picoeukaryotic community, assessed using an enclosure experiment in Lake Fuxian, China","Chen,F.",Unpublished,uncultured eukaryote,A.23.1,freshwater lake,NA,"China: Lake Fuxian, Southwest China","The effect of solar radiation on picoeukaryotic community, assessed using an enclosure experiment in Lake Fuxian, China","Chen,F.",Unpublished
KC631701.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Eupetalomonads,Eupetalomonads,Eupetalomonads,Eupetalomonads,HYB0037 ,environmental,drinking water (ENVO:00003064),freshwater biome (ENVO:00000873),free-living,NA,NA,USA: Ohio: Cincinnati: EPA AWBERC research facility,Eukaryotic diversity in premise drinking water using 18S rDNA sequencing: implications for health risks,"Buse,H.Y., Lu,J., Struewing,I.T. and Ashbolt,N.J.",Environ Sci Pollut Res Int (2013) In press,uncultured alga,HYB0037,drinking water,NA,NA,Eukaryotic diversity in premise drinking water using 18S rDNA sequencing: implications for health risks,"Buse,H.Y., Lu,J., Struewing,I.T. and Ashbolt,N.J.",Environ Sci Pollut Res Int (2013) In press
KC911796.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena pseudoviridis,B0Esp_1_4 ,environmental,brackish water (ENVO:00002019),estuarine biome (ENVO:01000020),free-living,NA,NA,Spain: Segura River,Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)",uncultured euglenozoan,B0Esp_1_4,surface brackish water,NA,"Spain: Alicante, Segura River coastal zone continuum",Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)"
KC911797.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena pseudoviridis,B0Esp_3_29 ,environmental,brackish water (ENVO:00002019),estuarine biome (ENVO:01000020),free-living,NA,NA,Spain: Segura River,Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)",uncultured euglenozoan,B0Esp_3_29,surface brackish water,NA,"Spain: Alicante, Segura River coastal zone continuum",Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)"
KC911798.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena viridis,B0Esp_1-2_17 ,environmental,brackish water (ENVO:00002019),estuarine biome (ENVO:01000020),free-living,NA,NA,Spain: Segura River,Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)",uncultured euglenozoan,B0Esp_1-2_17,surface brackish water,NA,"Spain: Alicante, Segura River coastal zone continuum",Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)"
KC911799.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena pseudoviridis,B0Esp_1-2_24 ,environmental,brackish water (ENVO:00002019),estuarine biome (ENVO:01000020),free-living,NA,NA,Spain: Segura River,Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)",uncultured euglenozoan,B0Esp_1-2_24,surface brackish water,NA,"Spain: Alicante, Segura River coastal zone continuum",Complex patterns in phytoplankton and microeukaryote diversity along the estuarine continuum,"Bazin,P., Jouenne,F., Deton-Cabanillas,A.-F., Perez-Ruzafa,A. and Veron,B.","Hydrobiologia 726 (1), 155-178 (2014)"
KC990930.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Notosolenus,Notosolenus,Notosolenus,Notosolenus ostium,Notosolenus ostium U1,isolate,intertidal sediment (ENVO:00002179),marine benthic biome (ENVO:01000024),free-living,NA,NA,Canada: Nova Scotia: Halifax: Horseshoe Bay,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Notosolenus ostium,NA,"marine sediment, oxygenated upper layer",NA,"Canada: Nova Scotia, Halifax, Horseshoe Bay",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990931.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Neometanema,Neometanema,Neometanema,Neometanema exaratum,Heteronema cf. exaratum U2,isolate,intertidal sediment (ENVO:00002179),marine benthic biome (ENVO:01000024),free-living,NA,NA,Canada: Nova Scotia: Halifax: Horseshoe Bay,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Heteronema cf. exaratum,NA,"marine sediment, oxygenated upper layer",NA,"Canada: Nova Scotia, Halifax, Horseshoe Bay",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990932.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Anisonema,Anisonema/Dinema sp. U3 ,isolate,intertidal sediment (ENVO:00002179),marine benthic biome (ENVO:01000024),free-living,NA,NA,Canada: Nova Scotia: Halifax: Horseshoe Bay,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Anisonema/Dinema sp. U3,NA,"marine sediment, oxygenated upper layer",NA,"Canada: Nova Scotia, Halifax, Horseshoe Bay",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990933.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Ploeotia,Ploeotia,Ploeotia,Olkasia,Olkasia polycarbonata,Olkasia polycarbonata U4,isolate,intertidal sediment (ENVO:00002179),marine benthic biome (ENVO:01000024),free-living,NA,NA,Canada: Nova Scotia: Halifax: Horseshoe Bay,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Ploeotia cf. vitrea,NA,"marine sediment, oxygenated upper layer",NA,"Canada: Nova Scotia, Halifax, Horseshoe Bay",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990934.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Dinema platysomum,Dinema platysomum U5,isolate,intertidal sediment (ENVO:00002179),marine benthic biome (ENVO:01000024),free-living,NA,NA,Canada: Nova Scotia: Halifax: Horseshoe Bay,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Dinema platysomum,NA,"marine sediment, oxygenated upper layer",NA,"Canada: Nova Scotia, Halifax, Horseshoe Bay",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990935.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Anisonema,Anisonema sp. W1 ,isolate,sediment (ENVO:00002007),peat bog (ENVO missing),free-living,NA,NA,Canada: Newfoundland: Gros Morne National Park,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Anisonema sp. W1,NA,freshwater sediment,NA,"Canada: Newfoundland, Gros Morne National Park, shallow pond in marsh",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990936.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Anisonema,Anisonema sp. G1 ,isolate,sediment (ENVO:00002007),peat bog (ENVO missing),free-living,NA,NA,Canada: Newfoundland: Gros Morne National Park,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Anisonema sp. G1,NA,freshwater sediment,NA,"Canada: Newfoundland, Gros Morne National Park, small pond",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KC990937.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Anisonema acinus,Anisonema acinus B1 ,isolate,intertidal sediment (ENVO:00002179),marine benthic biome (ENVO:01000024),free-living,NA,NA,Canada: Nova Scotia: Blomidon Provincial Park,Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)",Anisonema acinus,NA,"marine sediment, oxygenated upper layer",NA,"Canada: Nova Scotia, Blomidon Provincial Park",Combining molecular data with classical morphology for uncultured phagotrophic euglenids (Excavata): a single-cell approach,"Lax,G. and Simpson,A.G.","J. Eukaryot. Microbiol. 60 (6), 615-625 (2013)"
KF267871.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Lepocinclis,Lepocinclis playfairiana,Lepocinclis playfairiana MI 102,culture,NA,NA,free-living,NA,NA,USA: Michigan: Bath: Bengal Nature Center,Lepocinclis playfairiana strain MI 102 18S rDNA,"Bennett,M.S. and Triemer,R.E.",Unpublished,Lepocinclis playfairiana,NA,Bengal Nature Center,NA,"USA: Bath, MI",Lepocinclis playfairiana strain MI 102 18S rDNA,"Bennett,M.S. and Triemer,R.E.",Unpublished
KF373747.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Eutreptiales,Eutreptiidae ,Eutreptiella gymnastica clade,Eutreptiella gymnastica,OTU10 ,environmental,water (ENVO:00002006),marine redoxcline (ENVO missing),free-living,NA,NA,Baltic Sea: Gotland Deep,Protist communities in pelagic redox gradients of the central Baltic Sea,"Weber,F., Anderson,R., Foissner,W., Mylnikov,A. and Juergens,K.",Unpublished,uncultured eukaryote,NA,"Vertical profiling, Gotland Deep, central Baltic Sea",NA,Germany,Protist communities in pelagic redox gradients of the central Baltic Sea,"Weber,F., Anderson,R., Foissner,W., Mylnikov,A. and Juergens,K.",Unpublished
KF373749.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,OTU9 ,environmental,water (ENVO:00002006),marine redoxcline (ENVO missing),free-living,NA,NA,Baltic Sea: Gotland Deep,Protist communities in pelagic redox gradients of the central Baltic Sea,"Weber,F., Anderson,R., Foissner,W., Mylnikov,A. and Juergens,K.",Unpublished,uncultured eukaryote,NA,"Vertical profiling, Gotland Deep, central Baltic Sea",NA,Germany,Protist communities in pelagic redox gradients of the central Baltic Sea,"Weber,F., Anderson,R., Foissner,W., Mylnikov,A. and Juergens,K.",Unpublished
KF559330.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Monomorphina,Monomorphina piriformis,Monomorphina pyrum CCAP 1261/4B,culture,NA,NA,free-living,NA,NA,NA,The evolution of paralogous enzymes MAT and MATX within the Euglenida and beyond,"Szabova,J., Yubuki,N., Leander,B.S., Triemer,R.E. and Hampl,V.","BMC Evol. Biol. 14, 25 (2014)",Monomorphina pyrum,NA,NA,NA,NA,The evolution of paralogous enzymes MAT and MATX within the Euglenida and beyond,"Szabova,J., Yubuki,N., Leander,B.S., Triemer,R.E. and Hampl,V.","BMC Evol. Biol. 14, 25 (2014)"
KF559331.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Eutreptiales,Eutreptiidae ,Eutreptiella gymnastica clade,Eutreptiella gymnastica,Eutreptiella gymnastica SCCAP K-0333,culture,sea water (ENVO:00002149),marine (ENVO:00000447),free-living,NA,NA,Denmark: Southern Kattegat: Bouy Street,The evolution of paralogous enzymes MAT and MATX within the Euglenida and beyond,"Szabova,J., Yubuki,N., Leander,B.S., Triemer,R.E. and Hampl,V.","BMC Evol. Biol. 14, 25 (2014)",Eutreptiella gymnastica,NA,NA,NA,NA,The evolution of paralogous enzymes MAT and MATX within the Euglenida and beyond,"Szabova,J., Yubuki,N., Leander,B.S., Triemer,R.E. and Hampl,V.","BMC Evol. Biol. 14, 25 (2014)"
