accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,taxon_11,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
JN629474,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_G10,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_G10,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629476,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_H01,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H01,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629477,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_H03,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H03,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629478,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_H04,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H04,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629479,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_H05,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H05,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629480,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_H07,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H07,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629481,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_H08,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H08,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629482,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid A4_H09,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H09,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629483,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_H10,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H10,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629484,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_H11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_H11,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629417,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_B07,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_B07,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629460,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Dimastigella,Dimastigella,Dimastigella,Dimastigella,uncultured kinetoplastid A4_F03,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F03,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629473,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Dimastigella,Dimastigella,Dimastigella,Dimastigella,uncultured kinetoplastid A4_G09,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_G09,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629300,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,PRO2,PRO2,PRO2,PRO2,uncultured kinetoplastid A2_H2,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_H2,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629201,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_4,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_4,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629206,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A2_A12,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_A12,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629207,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_A2,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_A2,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629208,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_A3,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_A3,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629210,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_A5,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_A5,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629212,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_A8,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_A8,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629213,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_A9,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_A9,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629215,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A2_B11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_B11,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629216,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A2_B12,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: South Brazil Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A2_B12,"South Brazil Basin; sediment; 4,476-4,488 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
