accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,name,source,env_material,env_biome,biotic_relationship,specific_host,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
KJ776753.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Tulamoebidae,Tulamoeba,Tulamoeba bucina,isolate,NA,saline evaporation pond (ENVO:00000055),free-living,NA,New Zealand,"Characterisation of Tulamoeba bucina n. sp., an Extremely Halotolerant Amoeboflagellate Heterolobosean Belonging to the Tulamoeba-Pleurostomum Clade (Tulamoebidae n. fam.)","Kirby,W.A., Tikhonenkov,D.V., Mylnikov,A.P., Janouskovec,J., Lax,G. and Simpson,A.G.",J. Eukaryot. Microbiol. (2014) In press,Tulamoeba bucina,NA,water column,NA,New Zealand: Lake Grassmere,"Characterisation of Tulamoeba bucina n. sp., an Extremely Halotolerant Amoeboflagellate Heterolobosean Belonging to the Tulamoeba-Pleurostomum Clade (Tulamoebidae n. fam.)","Kirby,W.A., Tikhonenkov,D.V., Mylnikov,A.P., Janouskovec,J., Lax,G. and Simpson,A.G.",J. Eukaryot. Microbiol. (2014) In press
KT210085.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Tulamoebidae,Tulamoeba,4_7,isolate,NA,haline environment (ENVO:01000310),free-living,NA,Australia,Diversity of Heterotrophic Protists from Extremely Hypersaline Habitats,"Park,J.S. and Simpson,A.G.","Protist 166 (4), 422-437 (2015)",Tulamoeba sp. H3,43197,hypersaline: 290 ppt,NA,Australia: Hutt Lagoon,Diversity of Heterotrophic Protists from Extremely Hypersaline Habitats,"Park,J.S. and Simpson,A.G.","Protist 166 (4), 422-437 (2015)"
FN865111.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,PSA_1,B334706F06,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,B334706F06,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN865530.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,PSA_1,O127706C02,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,O127706C02,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
LN577852.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Tetramitia clade I,TET_I_1,SIOB608_N11D4_18S_E,environmental,soil (ENVO:00001998),animal-associated environment (ENVO:01001002),free-living,NA,Panama,Leaf-cutter ant refuse dumps are nutrient reservoirs harboring diverse microbial assemblages,"Scott,J.J., Lewin,G.R., Suen,G., Tringe,S.G., Barry,K.W., Touchon,J.C. and Currie,C.R.",Unpublished,uncultured eukaryote,SIOB608_N11D4_18S_E,refuse dump Nest N11 layer 4,Atta colombica,"Panama:Gamboa, Pipeline Road",Leaf-cutter ant refuse dumps are nutrient reservoirs harboring diverse microbial assemblages,"Scott,J.J., Lewin,G.R., Suen,G., Tringe,S.G., Barry,K.W., Touchon,J.C. and Currie,C.R.",Unpublished
LN577864.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Tetramitia clade I,TET_I_1,SIOB633_N11D4_18S_E,environmental,soil (ENVO:00001998),animal-associated environment (ENVO:01001002),free-living,NA,Panama,Leaf-cutter ant refuse dumps are nutrient reservoirs harboring diverse microbial assemblages,"Scott,J.J., Lewin,G.R., Suen,G., Tringe,S.G., Barry,K.W., Touchon,J.C. and Currie,C.R.",Unpublished,uncultured eukaryote,SIOB633_N11D4_18S_E,refuse dump Nest N11 layer 4,Atta colombica,"Panama:Gamboa, Pipeline Road",Leaf-cutter ant refuse dumps are nutrient reservoirs harboring diverse microbial assemblages,"Scott,J.J., Lewin,G.R., Suen,G., Tringe,S.G., Barry,K.W., Touchon,J.C. and Currie,C.R.",Unpublished
LN586854.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Tetramitia clade I,TET_I_1,SICU411_N9D2_18S_E,environmental,soil (ENVO:00001998),animal-associated environment (ENVO:01001002),free-living,NA,Panama,Leaf-cutter ant refuse dumps are nutrient reservoirs harboring diverse microbial assemblages,"Scott,J.J., Lewin,G.R., Suen,G., Tringe,S.G., Barry,K.W., Touchon,J.C. and Currie,C.R.",Unpublished,uncultured eukaryote,SICU411_N9D2_18S_E,refuse dump Nest N9 layer 2,Atta colombica,"Panama:Gamboa, Pipeline Road",Leaf-cutter ant refuse dumps are nutrient reservoirs harboring diverse microbial assemblages,"Scott,J.J., Lewin,G.R., Suen,G., Tringe,S.G., Barry,K.W., Touchon,J.C. and Currie,C.R.",Unpublished
AY082995.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_1,RT5in38,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbiology: eukaryotic diversity in Spain's River of Fire,"Amaral Zettler,L.A., Gomez,F., Zettler,E., Keenan,B.G., Amils,R. and Sogin,M.L.","Nature 417 (6885), 137 (2002)",uncultured eukaryote,RT5in38,NA,NA,NA,Microbiology: eukaryotic diversity in Spain's River of Fire,"Amaral Zettler,L.A., Gomez,F., Zettler,E., Keenan,B.G., Amils,R. and Sogin,M.L.","Nature 417 (6885), 137 (2002)"
FN867186.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_1,O319606D12,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,O319606D12,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN867225.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_1,O319606H08,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,O319606H08,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN867270.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_1,O319706D12,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,O319706D12,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
JN982036.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_1,KS_S_13,environmental,NA,acid mine drainage (ENVO:00001997),free-living,NA,Germany,Eukaryotic life in biofilms formed in a uranium mine,"Zirnstein,I.",Unpublished,uncultured eukaryote,KS_S_13,uranium mine,NA,NA,Eukaryotic life in biofilms formed in a uranium mine,"Zirnstein,I.",Unpublished
HQ998937.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-2-6f,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-2-6f,distributed water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999017.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-4-3b,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-4-3b,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999027.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-4-6h,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-4-6h,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999032.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-4-3d,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-4-3d,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999036.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-4-3h,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-4-3h,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999043.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-4-4h,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-4-4h,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999045.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-4-5e,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-4-5e,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999150.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-7-5c,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-7-5c,distributed water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999171.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_2,CA-1-7-5f,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-7-5f,distributed water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
DQ423736.2,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_3,SAWY439,environmental,NA,acid mine drainage (ENVO:00001997),free-living,NA,NA,Insights into the diversity of eukaryotes in acid mine drainage biofilm communities,"Baker,B.J., Tyson,G.W., Goosherst,L. and Banfield,J.F.","Appl. Environ. Microbiol. 75 (7), 2192-2199 (2009)",uncultured heterolobosean,SAWY439,IM acid mine drainage,NA,NA,Insights into the diversity of eukaryotes in acid mine drainage biofilm communities,"Baker,B.J., Tyson,G.W., Goosherst,L. and Banfield,J.F.","Appl. Environ. Microbiol. 75 (7), 2192-2199 (2009)"
DQ423741.2,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_3,SAWY445,environmental,NA,acid mine drainage (ENVO:00001997),free-living,NA,NA,Insights into the diversity of eukaryotes in acid mine drainage biofilm communities,"Baker,B.J., Tyson,G.W., Goosherst,L. and Banfield,J.F.","Appl. Environ. Microbiol. 75 (7), 2192-2199 (2009)",uncultured heterolobosean,SAWY445,IM acid mine drainage,NA,NA,Insights into the diversity of eukaryotes in acid mine drainage biofilm communities,"Baker,B.J., Tyson,G.W., Goosherst,L. and Banfield,J.F.","Appl. Environ. Microbiol. 75 (7), 2192-2199 (2009)"
AB273907.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_4,EXP.1-18S-13C-heavy-Clone_32,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,Italy,A methane-driven microbial food web in a wetland rice soil,"Murase,J. and Frenzel,P.","Environ. Microbiol. 9 (12), 3025-3034 (2007)",uncultured eukaryote,EXP.1-18S-13C-heavy-Clone_32,Rice field soil,NA,Italy,A methane-driven microbial food web in a wetland rice soil,"Murase,J. and Frenzel,P.","Environ. Microbiol. 9 (12), 3025-3034 (2007)"
AM114803.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,TET_VI_4,WIM43,environmental,soil (ENVO:00001998),cropland (ENVO:01000245),free-living,NA,Netherlands,Eukaryotic diversity in historical soil samples,"Moon-van der Staay,S.Y., Tzeneva,V.A., van der Staay,G.W., de Vos,W.M., Smidt,H. and Hackstein,J.H.","FEMS Microbiol. Ecol. 57 (3), 420-428 (2006)",uncultured heterolobosean,WIM43,"soil sample from top 0-25 cm layer of non-fertilized agricultural field, collected in 1975",NA,Netherlands:Wieringermeer,Eukaryotic diversity in historical soil samples,"Moon-van der Staay,S.Y., Tzeneva,V.A., van der Staay,G.W., de Vos,W.M., Smidt,H. and Hackstein,J.H.","FEMS Microbiol. Ecol. 57 (3), 420-428 (2006)"
JX441981.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia,Tetramitia,TET_VI_5,HGG1,isolate,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,USA,Impairment of O-antigen production confers resistance to grazing in a model amoeba-cyanobacterium predator-prey system,"Simkovsky,R., Daniels,E.F., Tang,K., Huynh,S.C., Golden,S.S. and Brahamsha,B.",Proc. Natl. Acad. Sci. U.S.A. (2012) In press,Heterolobosea sp. HGG1,A,freshwater pond,NA,"USA: Pasadena, CA",Impairment of O-antigen production confers resistance to grazing in a model amoeba-cyanobacterium predator-prey system,"Simkovsky,R., Daniels,E.F., Tang,K., Huynh,S.C., Golden,S.S. and Brahamsha,B.",Proc. Natl. Acad. Sci. U.S.A. (2012) In press
KC575114.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia,Tetramitia,TET_VI_5,BS5SE_K07,environmental,water (ENVO:00002006),alkaline hot spring (ENVO:00002119),free-living,NA,USA: California,"Microbial diversity in The Cedars, an ultrabasic, ultrareducing, and low salinity serpentinizing ecosystem","Suzuki,S., Ishii,S., Wu,A., Cheung,A., Tenney,A., Wanger,G., Kuenen,J.G. and Nealson,K.H.","Proc. Natl. Acad. Sci. U.S.A. 110 (38), 15336-15341 (2013)",uncultured eukaryote,BS5SE_K07,serpetinizing springs in The Cedars,NA,NA,"Microbial diversity in The Cedars, an ultrabasic, ultrareducing, and low salinity serpentinizing ecosystem","Suzuki,S., Ishii,S., Wu,A., Cheung,A., Tenney,A., Wanger,G., Kuenen,J.G. and Nealson,K.H.","Proc. Natl. Acad. Sci. U.S.A. 110 (38), 15336-15341 (2013)"
