accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
MF065843,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonympha hespera GHG-2017a clone Rh1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,201979,Reticulitermes hesperus,Canada: British Columbia: Galiano Island,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonympha hespera,Rh1,NA,Reticulitermes hesperus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065844,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonympha hespera GHG-2017a clone Rh2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,201979,Reticulitermes hesperus,Canada: British Columbia: Galiano Island,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonympha hespera,Rh2,NA,Reticulitermes hesperus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065845,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonymphida sp. clone Rh3,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,201979,Reticulitermes hesperus,Canada: British Columbia: Galiano Island,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonymphida sp.,Rh3,NA,Reticulitermes hesperus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065846,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonympha okanaganensis GHG-2017b clone Ro1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,332566,Reticulitermes sp. haplotype okanaganenesis,USA: California: Santa Clara County,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonympha okanaganensis,Ro1,NA,Reticulitermes okanaganensis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065847,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonympha okanaganensis GHG-2017b clone Ro2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,332566,Reticulitermes sp. haplotype okanaganenesis,USA: California: Santa Clara County,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonympha okanaganensis,Ro2,NA,Reticulitermes okanaganensis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065848,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonymphida sp. clone Ro3,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,332566,Reticulitermes sp. haplotype okanaganenesis,USA: California: Santa Clara County,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonymphida sp.,Ro3,NA,Reticulitermes okanaganensis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065849,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonympha virginica GHG-2017c clone Rv1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,57123,Reticulitermes virginicus,USA: Florida: Fort Lauderdale: Secret Woods County Park,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonympha virginica,Rv1,NA,Reticulitermes virginicus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065850,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonympha,Spirotrichonympha,Spirotrichonympha virginica GHG-2017c clone Rv2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,57123,Reticulitermes virginicus,USA: Florida: Fort Lauderdale: Secret Woods County Park,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonympha virginica,Rv2,NA,Reticulitermes virginicus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065851,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonymphidae,Spirotrichonymphidae,Spirotrichonymphida sp. clone WG1,environmental,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,1507049,Paraneotermes simplicicornis,USA: Arizona: Tucson,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonymphida sp.,WG1,NA,Paraneotermes simplicicornis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065852,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphidae,Spirotrichonymphidae,Spirotrichonymphidae,Spirotrichonymphida sp. clone WG2,environmental,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,1507049,Paraneotermes simplicicornis,USA: Arizona: Tucson,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonymphida sp.,WG2,NA,Paraneotermes simplicicornis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065853,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphida,Spirotrichonymphida,Spirotrichonymphida,Spirotrichonymphida sp. clone Cg1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,280681,Coptotermes testaceus,USA: Florida: Fort Lauderdale: Secret Woods County Park,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonymphida sp.,Cg1,NA,Coptotermes gestroi,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065854,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Spirotrichonymphida,Spirotrichonymphida,Spirotrichonymphida,Spirotrichonymphida sp. clone Cg2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,280681,Coptotermes testaceus,USA: Florida: Fort Lauderdale: Secret Woods County Park,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Spirotrichonymphida sp.,Cg2,NA,Coptotermes gestroi,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065855,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Ct1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,280681,Coptotermes testaceus,Colombia: Magadalena: Sierra Nevada de Santa Marta: Minca,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Ct1,NA,Coptotermes testaceus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065856,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Ct2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,280681,Coptotermes testaceus,Colombia: Magadalena: Sierra Nevada de Santa Marta: Minca,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Ct2,NA,Coptotermes testaceus,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065857,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Ht1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,256704,Heterotermes tenuis,Colombia: Magadalena: Sierra Nevada de Santa Marta: Minca,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Ht1,NA,Heterotermes tenuis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065858,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Ht2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,256704,Heterotermes tenuis,Colombia: Magadalena: Sierra Nevada de Santa Marta: Minca,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Ht2,NA,Heterotermes tenuis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065859,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Ht3,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,256704,Heterotermes tenuis,Colombia: Magadalena: Sierra Nevada de Santa Marta: Minca,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Ht3,NA,Heterotermes tenuis,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065860,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Pro1,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,1312446,Prorhinotermes simplex,USA: Florida: Fort Lauderdale: Secret Woods County Park,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Pro1,NA,Prorhinotermes simplex,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
MF065861,Eukaryota,Excavata,Metamonada,Parabasalia,Spirotrichonymphea,Spirotrichonymphida,Holomastigotoididae,Holomastigotoides,Holomastigotoides,Holomastigotoides sp. clone Pro2,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,1312446,Prorhinotermes simplex,USA: Florida: Fort Lauderdale: Secret Woods County Park,New Species of Spirotrichonympha from Reticulitermes and the Relationships Among Genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.","J. Eukaryot. Microbiol. 65 (2), 159-169 (2018)",Holomastigotoides sp.,Pro2,NA,Prorhinotermes simplex,NA,New species of Spirotrichonympha from Reticulitermes and the relationships among genera in Spirotrichonymphea (Parabasalia),"Gile,G.H., James,E.R., Tai,V., Harper,J.T., Merrell,T.R., Boscaro,V., Scheffrahn,R.H. and Keeling,P.J.",Unpublished
NA,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Zootermopsis angusticollis Tritrichomonadida symbiont LGV1,Zootermopsis angusticollis Tritrichomonadida symbiont LGV1,Zootermopsis angusticollis Tritrichomonadida symbiont LGV1,Zootermopsis angusticollis symbiont LGV1,environmental,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,7503,Zootermopsis angusticollis,Canada: British Columbia: Vancouver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Zootermopsis angusticollis Honigbergiellida symbiont LGV3,Zootermopsis angusticollis Honigbergiellida symbiont LGV3,Zootermopsis angusticollis Honigbergiellida symbiont LGV3,Zootermopsis angusticollis symbiont LGV3,environmental,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,7503,Zootermopsis angusticollis,Canada: British Columbia: Vancouver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
